"column_number","column_name","column_label","column_class","has_missing","unique_values"
2397,"eu_isiubk","Internet use: internet banking","numeric",TRUE,563
2398,"eu_isiucpp","Internet use: civic or political participation","numeric",TRUE,159
2399,"eu_isiuhlt","Internet use: seeking health information","numeric",TRUE,487
2400,"eu_isiunet","Internet use: participating in social networks","numeric",TRUE,312
2401,"eu_isiusell","Internet use: selling goods or services","numeric",TRUE,518
2402,"eu_isiux","Internet use: never","numeric",TRUE,511
2403,"eu_ispchhiacc","Households with broadband access (% of households with Internet access)","numeric",TRUE,366
2404,"eu_povmatdepr","Severe material deprivation rate (Total)","numeric",TRUE,218
2405,"eu_povmatdeprf","Severe material deprivation rate (Female)","numeric",TRUE,232
2406,"eu_povmatdeprm","Severe material deprivation rate (Male)","numeric",TRUE,229
2407,"eu_povpoplwoin","% of people under 60(y) living in households w. very low work intensity","numeric",TRUE,151
2408,"eu_resallf","Researchers in all sectors % tot. employment - full-time (Female)","numeric",TRUE,441
2409,"eu_resallt","Researchers in all sectors % tot. employment - full-time (Total)","numeric",TRUE,746
2410,"eu_resbusf","Researchers in Business Sector % tot. employment - full-time (Female)","numeric",TRUE,421
2411,"eu_resbust","Researchers in Business Sector % tot. employment - full-time (Total)","numeric",TRUE,738
2412,"eu_reseduf","Researchers in Higher Education % tot. employment - full-time (Female)","numeric",TRUE,488
2413,"eu_resedut","Researchers in Higher Education % tot. employment - full-time (Total)","numeric",TRUE,721
2414,"eu_resgovf","Researchers in Government % tot. employment - full-time (Female)","numeric",TRUE,442
2415,"eu_resgovt","Researchers in Government % tot. employment - full-time (Total)","numeric",TRUE,643
2416,"eu_resnonpf","Researchers in Non-profits % tot. employment - full-time (Female)","numeric",TRUE,155
2417,"eu_resnonpt","Researchers in Non-profits % tot. employment - full-time (Total)","numeric",TRUE,208
2418,"eu_sctabf","Employment in Agriculture, Forestry, Fishing, Mining, Quarry (Female) %tot","numeric",TRUE,118
2419,"eu_sctabm","Employment in Agriculture, Forestry, Fishing, Mining, Quarry (Male) % tot","numeric",TRUE,153
2420,"eu_sctabt","Employment in Agriculture, Forestry, Fishing, Mining, Quarry (Total) % tot","numeric",TRUE,129
2421,"eu_sctcff","Employment in Manufacturing (Female) % total employment","numeric",TRUE,162
2422,"eu_sctcfm","Employment in Manufacturing (Male) % total employment","numeric",TRUE,187
2423,"eu_sctcft","Employment in Manufacturing (Total) % total employment","numeric",TRUE,166
2424,"eu_sctchtcf","Employment in High-tech manufacturing (Female) % total employment","numeric",TRUE,32
2425,"eu_sctchtcm","Employment in High-tech manufacturing (Male) % total employment","numeric",TRUE,37
2426,"eu_sctchtcmf","Employment in Medium high-tech manufacturing (Female) % total employment","numeric",TRUE,63
2427,"eu_sctchtcmhf","Employment in High and medium high-tech manufacturing (Female) % total","numeric",TRUE,69
2428,"eu_sctchtcmhm","Employment in High and medium high-tech manufacturing (Male) % total","numeric",TRUE,116
2429,"eu_sctchtcmht","Employment in High and medium high-tech manufacturing (Total) % total","numeric",TRUE,85
2430,"eu_sctchtcmm","Employment in Medium high-tech manufacturing (Male) % total employment","numeric",TRUE,98
2431,"eu_sctchtcmt","Employment in Medium high-tech manufacturing (Total) % total employment","numeric",TRUE,78
2432,"eu_sctchtct","Employment in High-tech manufacturing (Total) % total employment","numeric",TRUE,32
2433,"eu_sctcltcf","Employment in Low-technology manufacturing (Female) % total employment","numeric",TRUE,125
2434,"eu_sctcltclmf","Employment in Low and medium low-tech manufacturing (Female) % total","numeric",TRUE,128
2435,"eu_sctcltclmm","Employment in Low and medium low-tech manufacturing (Male) % total","numeric",TRUE,131
2436,"eu_sctcltclmt","Employment in Low and medium low-tech manufacturing (Total) % total","numeric",TRUE,119
2437,"eu_sctcltcm","Employment in Low-tech manufacturing (Male) % total employment","numeric",TRUE,82
2438,"eu_sctcltcmf","Employment in Medium low-tech manufacturing (Female) % total employ.","numeric",TRUE,45
2439,"eu_sctcltcmm","Employment in Medium low-tech manufacturing (Male) % total employ.","numeric",TRUE,92
2440,"eu_sctcltcmt","Employment in Medium low-tech manufacturing (Total) % total employ.","numeric",TRUE,73
2441,"eu_sctcltct","Employment in Low-tech manufacturing (Total) % total employment","numeric",TRUE,100
2442,"eu_sctdff","Employment in Electricity, Gas, Steam, Air Con. supply (Female) % tot","numeric",TRUE,34
2443,"eu_sctdfm","Employment in Electricity, Gas, Steam, Air Con. supply (Male) % tot","numeric",TRUE,115
2444,"eu_sctdft","Employment in Electricity, Gas, Steam, Air Con. supply (Total) % tot","numeric",TRUE,73
2445,"eu_sctgitf","Employment in Wholesale, Retail trade, Food service activ. (Female) %tot","numeric",TRUE,159
2446,"eu_sctgitm","Employment in Wholesale, Retail trade, Food service activ. (Male) % tot","numeric",TRUE,139
2447,"eu_sctgitt","Employment in Wholesale, Retail trade, Food service activ. (Total) % tot","numeric",TRUE,133
2448,"eu_sctguf","Employment in Services (Female) % total employment","numeric",TRUE,191
2449,"eu_sctgum","Employment in Services (Male) % total employment","numeric",TRUE,210
2450,"eu_sctgut","Employment in Services (Total) % total employment","numeric",TRUE,218
2451,"eu_scth52n79f","Employment in Land, Water, Air transport, Warehouse Female % tot employ.","numeric",TRUE,44
2452,"eu_scth52n79m","Employment in Land, Water, Air transport, Warehouse Male % tot employ.","numeric",TRUE,75
2453,"eu_scth52n79t","Employment in Land, Water, Air transport, Warehouse Total % tot employ.","numeric",TRUE,54
2454,"eu_scthtcf","Employment in High-tech sectors (Female) % total employment","numeric",TRUE,53
2455,"eu_scthtcm","Employment in High-tech sectors (Male) % total employment","numeric",TRUE,77
2456,"eu_scthtct","Employment in High-tech sectors (Total) % total employment","numeric",TRUE,63
2457,"eu_sctjf","Employment in Information and communication (Female) % total employment","numeric",TRUE,33
2458,"eu_sctjm","Employment in Information and communication (Male) % total employment","numeric",TRUE,58
2459,"eu_sctjt","Employment in Information and communication (Total) % total employment","numeric",TRUE,47
2460,"eu_sctkf","Employment in Financial and insurance activities (Female) % total employment","numeric",TRUE,65
2461,"eu_sctkisf","Employment in Knowledge-intensive services (Female) % total employment","numeric",TRUE,208
2462,"eu_sctkishtcf","Employment in Knowledge-intensive high-tech serv. (Female) % total employ.","numeric",TRUE,37
2463,"eu_sctkishtcm","Employment in Knowledge-intensive high-tech serv. (Male) % total employ.","numeric",TRUE,62
2464,"eu_sctkishtct","Employment in Knowledge-intensive high-tech serv. (Total) % total employ.","numeric",TRUE,49
2465,"eu_sctkism","Employment in Knowledge-intensive services (Male) % total employment","numeric",TRUE,186
2466,"eu_sctkismktothf","Employment in Knowledge-intensive market serv. (Female) % tot employ.","numeric",TRUE,78
2467,"eu_sctkismktothm","Employment in Knowledge-intensive market serv. (Male) % tot employ.","numeric",TRUE,90
2468,"eu_sctkismktotht","Employment in Knowledge-intensive market serv. (Total) % tot employ.","numeric",TRUE,77
2469,"eu_sctkisothf","Employment in Other knowledge-intensive serv. (Female) % tot employment","numeric",TRUE,204
2470,"eu_sctkisothm","Employment in Other knowledge-intensive serv. (Male) % tot employment","numeric",TRUE,125
2471,"eu_sctkisotht","Employment in Other knowledge-intensive serv. (Total) % tot employment","numeric",TRUE,154
2472,"eu_sctkist","Employment in Knowledge-intensive services (Total) % tot employment","numeric",TRUE,194
2473,"eu_sctkm","Employment in Financial and insurance activities (Male) % total employment","numeric",TRUE,57
2474,"eu_sctkt","Employment in Financial and insurance activities (Total) % total employment","numeric",TRUE,62
2475,"eu_sctlkisf","Employment in Less knowledge-intensive services (Female) % tot employment","numeric",TRUE,163
2476,"eu_sctlkism","Employment in Less knowledge-intensive services (Male) % tot employment","numeric",TRUE,138
2477,"eu_sctlkismktf","Employment in Less knowledge-intensive market serv. (Female) % tot emp.","numeric",TRUE,153
2478,"eu_sctlkismktm","Employment in Less knowledge-intensive market serv. (Male) % tot emp.","numeric",TRUE,143
2479,"eu_sctlkismktt","Employment in Less knowledge-intensive market serv. (Total) % tot emp.","numeric",TRUE,125
2480,"eu_sctlkisothf","Employment in Other less knowledge-intensive serv. (Female) % tot emp.","numeric",TRUE,99
2481,"eu_sctlkisothm","Employment in Other less knowledge-intensive serv. (Male) % tot emp.","numeric",TRUE,40
2482,"eu_sctlkisotht","Employment in Other less knowledge-intensive serv. (Total) % tot emp.","numeric",TRUE,64
2483,"eu_sctlkist","Employment in Less knowledge-intensive services (Total) % total employment","numeric",TRUE,136
2484,"eu_sctmf","Employment in Professional, scientific and tech activ. (Female) % total emp.","numeric",TRUE,68
2485,"eu_sctmm","Employment in Professional, scientific and tech activ. (Male) % total emp.","numeric",TRUE,80
2486,"eu_sctmt","Employment in Professional, scientific and tech activ. (Total) % total emp.","numeric",TRUE,72
2487,"eu_sctnf","Employment in Administrative and support service activ. (Female) % total emp.","numeric",TRUE,61
2488,"eu_sctnm","Employment in Administrative and support service activ. (Male) % total emp.","numeric",TRUE,47
2489,"eu_sctnt","Employment in Administrative and support service activ. (Total) % total emp.","numeric",TRUE,45
2490,"eu_sctpaf","Employment in Education (Female) % total employment","numeric",TRUE,85
2491,"eu_sctpam","Employment in Education (Male) % total employment","numeric",TRUE,78
2492,"eu_sctpat","Employment in Education (Total) % total employment","numeric",TRUE,74
2493,"eu_sctpf","Employment in Education (Female) % total employment","numeric",TRUE,108
2494,"eu_sctpm","Employment in Education (Male) % total employment","numeric",TRUE,53
2495,"eu_sctppspop","Patent applications to the EPO, Purchasing Power Standard per inhabitant","numeric",TRUE,564
2496,"eu_sctpt","Employment in Education (Total) % total employment","numeric",TRUE,77
2497,"eu_sctqf","Employment in Human health and social work activities (Female) % tot employ.","numeric",TRUE,178
2498,"eu_sctqm","Employment in Human health and social work activities (Male) % tot employ.","numeric",TRUE,66
2499,"eu_sctqt","Employment in Human health and social work activities (Total) % tot employ.","numeric",TRUE,136
2500,"eu_sctrf","Employment in Arts, entertainment and recreation (Female) % total employment","numeric",TRUE,40
2501,"eu_sctrm","Employment in Arts, entertainment and recreation (Male) % total employment","numeric",TRUE,38
2502,"eu_sctrt","Employment in Arts, entertainment and recreation (Total) % total employment","numeric",TRUE,36
2503,"eu_sctrtotpmin","Patent applications to the EPO, Per million inhabitants","numeric",TRUE,1279
2504,"eu_sctsf","Employment in Other service activities (Female) % total employment","numeric",TRUE,39
2505,"eu_sctsm","Employment in Other service activities (Male) % total employment","numeric",TRUE,25
2506,"eu_sctst","Employment in Other service activities (Total) % total employment","numeric",TRUE,24
2507,"eu_scttotn","Patent applications to the EPO, number","numeric",TRUE,1482
2508,"eu_trcnlkm","Navigable canals (kilometre)","numeric",TRUE,57
2509,"eu_trfrldnld","Maritime transport, freight loaded and unloaded (1000's tonnes)","numeric",TRUE,321
2510,"eu_trldnld","Air transport, freight and mail loaded and unloaded (tonnes)","numeric",TRUE,384
2511,"eu_trmwaykm","Motorways (kilometre)","numeric",TRUE,564
2512,"eu_trrdothkm","Other roads (kilometre)","numeric",TRUE,733
2513,"eu_trrivkm","Navigable rivers (kilometre)","numeric",TRUE,112
2514,"eu_trrlelckm","Electrified railway lines (kilometre)","numeric",TRUE,464
2515,"eu_trrlkm","Total railway lines (kilometre)","numeric",TRUE,543
2516,"eu_trrltge2km","Railway lines with double and more tracks (kilometre)","numeric",TRUE,423
2517,"eu_unemppcunef","Long-term unemployment 25+ years, Female (% of unemployment)","numeric",TRUE,386
2518,"eu_unemppcunem","Long-term unemployment 25+ years, Male (% of unemployment)","numeric",TRUE,388
2519,"eu_unemppcunet","Long-term unemployment 25+ years, total (% of unemployment)","numeric",TRUE,394
2520,"eu_unempy1524f","Unemployment rates: 15-24 Years, Female (% of active population)","numeric",TRUE,252
2521,"eu_unempy1524m","Unemployment rates: 15-24 Years, Male (% of active population)","numeric",TRUE,241
2522,"eu_unempy1524t","Unemployment rates: 15-24 Years, Total (% of active population)","numeric",TRUE,240
2523,"eu_unempy2574f","Unemployment rates: 25-74 Years, Female (% of active population)","numeric",TRUE,153
2524,"eu_unempy2574m","Unemployment rates: 25-74 Years, Male (% of active population)","numeric",TRUE,151
2525,"eu_unempy2574t","Unemployment rates: 25-74 Years, Total (% of active population)","numeric",TRUE,146
2526,"eu_unempytotf","Unemployment rates: Total, Female (percentage of active population)","numeric",TRUE,161
2527,"eu_unempytotm","Unemployment rates: Total, Male (percentage of active population)","numeric",TRUE,155
2528,"eu_unempytott","Unemployment rates: Total, Total (percentage of active population)","numeric",TRUE,153
2529,"evep_altv","Electoral Volatility in the EP - Parties above 1%","numeric",TRUE,122
2530,"evep_classbloc","Net change in the agg. vote share for all parties in Class Bloc (EP)","numeric",TRUE,86
2531,"evep_dembloc","Net change in the agg. vote share for all parties in Demarcation Bloc (EP)","numeric",TRUE,64
2532,"evep_othv","Electoral Volatility in the EP - Parties below 1%","numeric",TRUE,70
2533,"evep_regv","Electoral Volatility in the EP - Parties entering/exiting party system","numeric",TRUE,94
2534,"evep_tv","Electoral Volatility in the EP - Total","numeric",TRUE,137
2535,"fao_luagr","Agricultural land (% of Land area)","numeric",TRUE,4589
2536,"fao_luagrara","Arable Land (% of Agricultural land)","numeric",TRUE,4907
2537,"fao_luagrcrop","Cropland (% of Agricultural land)","numeric",TRUE,4884
2538,"fao_luagrirrac","Agriculture area actually irrigated (% of Agricultural land)","numeric",TRUE,649
2539,"fao_luagrirreq","Land area equipped for irrigation (% of Agricultural land)","numeric",TRUE,2349
2540,"fao_luagrirreqcrop","Land area equipped for irrigation (% of Cropland)","numeric",TRUE,3295
2541,"fao_luagrorg","Agriculture area under organic agric. (% of Agricultural land)","numeric",TRUE,672
2542,"fao_luagrpas","Land under perm meadows and pastures (% of Agricultural land)","numeric",TRUE,4880
2543,"fao_luagrpcrop","Land under Permanent Crops (% of Agricultural land)","numeric",TRUE,2316
2544,"fao_lucrop","Cropland (% of Land area)","numeric",TRUE,3472
2545,"fao_luforest","Forest land (% of Land area)","numeric",TRUE,3418
2546,"fao_luforplant","Planted Forest (% of Forest area)","numeric",TRUE,2083
2547,"fao_luforreg","Other naturally regenerated forest (% of Forest area)","numeric",TRUE,2092
2548,"fao_lupas","Land under perm meadows and pastures (% of Land area)","numeric",TRUE,2723
2549,"fe_cultdiv","Cultural Diversity","numeric",TRUE,146
2550,"fe_etfra","Ethnic Fractionalization","numeric",TRUE,154
2551,"fe_lmin","Largest Minority","numeric",TRUE,84
2552,"fe_plural","Plurality Group","numeric",TRUE,95
2553,"fh_aor","Associational and Organizational Rights","numeric",TRUE,14
2554,"fh_cl","Civil Liberties","numeric",TRUE,8
2555,"fh_ep","Electoral Process","numeric",TRUE,14
2556,"fh_feb","Freedom of Expression and Belief","numeric",TRUE,18
2557,"fh_fog","Functioning of Government","numeric",TRUE,14
2558,"fh_pair","Personal Autonomy and Individual Rights","numeric",TRUE,18
2559,"fh_ppp","Political Pluralism and Participation","numeric",TRUE,18
